id,target
300651,2
300652,0
300653,0
300654,0
300655,2
300656,0
300657,0
300658,2
300659,0
300660,0
300661,0
300662,0
300663,2
300664,2
300665,0
300666,0
300667,0
300668,2
300669,0
300670,2
300671,0
300672,0
300673,0
300674,2
300675,0
300676,0
300677,0
300678,2
300679,0
300680,0
300681,0
300682,0
300683,2
300684,0
300685,0
300686,0
300687,2
300688,2
300689,0
300690,1
300691,0
300692,2
300693,0
300694,0
300695,0
300696,1
300697,1
300698,0
300699,0
300700,2
300701,0
300702,0
300703,0
300704,0
300705,0
300706,2
300707,0
300708,2
300709,0
300710,0
300711,0
300712,0
300713,2
300714,0
300715,0
300716,0
300717,0
300718,0
300719,2
300720,0
300721,2
300722,0
300723,0
300724,2
300725,2
300726,0
300727,0
300728,2
300729,0
300730,2
300731,0
300732,0
300733,2
300734,1
300735,0
300736,0
300737,2
300738,0
300739,2
300740,2
300741,2
300742,2
300743,2
300744,0
300745,0
300746,0
300747,0
300748,0
300749,0
300750,2
300751,0
300752,2
300753,0
300754,0
300755,0
300756,0
300757,0
300758,0
300759,1
300760,0
300761,0
300762,0
300763,1
300764,1
300765,0
300766,0
300767,2
300768,0
300769,0
300770,2
300771,2
300772,0
300773,1
300774,2
300775,0
300776,2
300777,0
300778,0
300779,2
300780,0
300781,0
300782,2
300783,0
300784,0
300785,0
300786,0
300787,0
300788,1
300789,0
300790,0
300791,0
300792,0
300793,0
300794,0
300795,0
300796,0
300797,0
300798,2
300799,0
300800,0
300801,0
300802,0
300803,0
300804,0
300805,2
300806,2
300807,0
300808,0
300809,0
300810,0
300811,0
300812,0
300813,0
300814,0
300815,0
300816,2
300817,0
300818,0
300819,0
300820,2
300821,0
300822,0
300823,0
300824,0
300825,0
300826,0
300827,0
300828,1
300829,2
300830,0
300831,0
300832,0
300833,2
300834,0
300835,0
300836,2
300837,0
300838,2
300839,2
300840,2
300841,0
300842,0
300843,0
300844,0
300845,0
300846,0
300847,0
300848,2
300849,0
300850,2
300851,0
300852,0
300853,1
300854,0
300855,0
300856,0
300857,1
300858,0
300859,0
300860,2
300861,2
300862,0
300863,0
300864,0
300865,2
300866,0
300867,0
300868,2
300869,0
300870,0
300871,0
300872,0
300873,0
300874,2
300875,0
300876,0
300877,0
300878,0
300879,0
300880,0
300881,0
300882,0
300883,0
300884,0
300885,2
300886,0
300887,2
300888,0
300889,0
300890,0
300891,0
300892,0
300893,0
300894,0
300895,0
300896,0
300897,0
300898,0
300899,0
300900,0
300901,2
300902,0
300903,0
300904,0
300905,2
300906,0
300907,0
300908,0
300909,0
300910,0
300911,2
300912,0
300913,2
300914,0
300915,0
300916,0
300917,0
300918,2
300919,0
300920,2
300921,0
300922,0
300923,0
300924,2
300925,0
300926,0
300927,0
300928,0
300929,0
300930,0
300931,0
300932,0
300933,0
300934,0
300935,0
300936,0
300937,0
300938,0
300939,0
300940,0
300941,0
300942,0
300943,0
300944,0
300945,2
300946,0
300947,2
300948,0
300949,0
300950,0
300951,0
300952,0
300953,0
300954,2
300955,0
300956,0
300957,0
300958,2
300959,0
300960,2
300961,0
300962,2
300963,2
300964,2
300965,0
300966,0
300967,0
300968,2
300969,0
300970,0
300971,0
300972,2
300973,0
300974,0
300975,0
300976,0
300977,2
300978,0
300979,0
300980,0
300981,0
300982,0
300983,0
300984,0
300985,0
300986,0
300987,0
300988,0
300989,0
300990,0
300991,0
300992,0
300993,0
300994,2
300995,0
300996,2
300997,1
300998,2
300999,0
301000,0
301001,0
301002,0
301003,2
301004,0
301005,2
301006,0
301007,2
301008,0
301009,0
301010,0
301011,2
301012,0
301013,2
301014,0
301015,2
301016,0
301017,1
301018,0
301019,0
301020,0
301021,0
301022,1
301023,0
301024,2
301025,0
301026,0
301027,0
301028,0
301029,0
301030,0
301031,0
301032,0
301033,0
301034,0
301035,0
301036,0
301037,0
301038,0
301039,0
301040,0
301041,2
301042,2
301043,0
301044,0
301045,2
301046,2
301047,0
301048,1
301049,0
301050,0
301051,1
301052,0
301053,2
301054,0
301055,2
301056,0
301057,0
301058,0
301059,0
301060,2
301061,0
301062,0
301063,2
301064,0
301065,0
301066,0
301067,1
301068,0
301069,0
301070,0
301071,0
301072,2
301073,0
301074,0
301075,0
301076,2
301077,0
301078,0
301079,0
301080,0
301081,2
301082,2
301083,2
301084,2
301085,0
301086,0
301087,0
301088,2
301089,0
301090,0
301091,2
301092,2
301093,0
301094,0
301095,0
301096,2
301097,2
301098,2
301099,0
301100,0
301101,0
301102,0
301103,0
301104,0
301105,0
301106,2
301107,0
301108,0
301109,0
301110,0
301111,0
301112,0
301113,0
301114,1
301115,2
301116,0
301117,2
301118,2
301119,0
301120,0
301121,0
301122,0
301123,2
301124,0
301125,0
301126,0
301127,0
301128,0
301129,0
301130,0
301131,0
301132,0
301133,0
301134,0
301135,0
301136,2
301137,0
301138,0
301139,0
301140,0
301141,0
301142,0
301143,2
301144,2
301145,0
301146,0
301147,0
301148,0
301149,0
301150,1
301151,2
301152,1
301153,0
301154,0
301155,2
301156,0
301157,0
301158,0
301159,2
301160,1
301161,0
301162,0
301163,0
301164,0
301165,2
301166,0
301167,0
301168,0
301169,0
301170,2
301171,0
301172,0
301173,2
301174,0
301175,0
301176,2
301177,2
301178,0
301179,0
301180,0
301181,0
301182,0
301183,0
301184,0
301185,2
301186,0
301187,1
301188,2
301189,0
301190,0
301191,0
301192,0
301193,0
301194,2
301195,2
301196,0
301197,2
301198,0
301199,0
301200,0
301201,0
301202,0
301203,2
301204,0
301205,0
301206,0
301207,2
301208,2
301209,1
301210,0
301211,0
301212,0
301213,2
301214,0
301215,0
301216,0
301217,2
301218,1
301219,0
301220,0
301221,0
301222,0
301223,2
301224,0
301225,0
301226,0
301227,0
301228,2
301229,0
301230,0
301231,2
301232,1
301233,1
301234,2
301235,0
301236,0
301237,0
301238,0
301239,2
301240,0
301241,0
301242,0
301243,0
301244,0
301245,2
301246,0
301247,0
301248,0
301249,2
301250,0
301251,0
301252,0
301253,0
301254,2
301255,1
301256,0
301257,2
301258,0
301259,2
301260,0
301261,0
301262,0
301263,0
301264,0
301265,0
301266,0
301267,0
301268,0
301269,2
301270,0
301271,0
301272,0
301273,0
301274,2
301275,0
301276,0
301277,0
301278,1
301279,0
301280,0
301281,0
301282,2
301283,0
301284,0
301285,2
301286,0
301287,0
301288,0
301289,0
301290,0
301291,2
301292,0
301293,0
301294,0
301295,2
301296,2
301297,0
301298,0
301299,0
301300,0
301301,0
301302,0
301303,0
301304,2
301305,0
301306,0
301307,0
301308,0
301309,2
301310,0
301311,0
301312,0
301313,0
301314,0
301315,0
301316,1
301317,0
301318,1
301319,0
301320,0
301321,0
301322,0
301323,0
301324,0
301325,0
301326,0
301327,0
301328,0
301329,0
301330,0
301331,0
301332,2
301333,0
301334,0
301335,2
301336,0
301337,0
301338,2
301339,0
301340,0
301341,0
301342,0
301343,0
301344,0
301345,0
301346,0
301347,0
301348,0
301349,0
301350,2
301351,0
301352,0
301353,0
301354,2
301355,2
301356,0
301357,0
301358,0
301359,0
301360,0
301361,2
301362,0
301363,0
301364,0
301365,2
301366,2
301367,0
301368,0
301369,0
301370,2
301371,2
301372,0
301373,2
301374,0
301375,0
301376,0
301377,2
301378,0
301379,2
301380,0
301381,0
301382,0
301383,0
301384,0
301385,0
301386,1
301387,0
301388,2
301389,0
301390,0
301391,0
301392,2
301393,0
301394,0
301395,0
301396,2
301397,2
301398,0
301399,0
301400,0
301401,2
301402,0
301403,0
301404,0
301405,0
301406,0
301407,2
301408,0
301409,0
301410,0
301411,1
301412,0
301413,1
301414,0
301415,0
301416,0
301417,0
301418,0
301419,0
301420,0
301421,0
301422,0
301423,0
301424,0
301425,0
301426,0
301427,2
301428,0
301429,2
301430,0
301431,0
301432,2
301433,0
301434,0
301435,0
301436,0
301437,0
301438,0
301439,0
301440,0
301441,0
301442,0
301443,0
301444,0
301445,2
301446,0
301447,0
301448,0
301449,1
301450,2
301451,1
301452,0
301453,0
301454,0
301455,2
301456,0
301457,0
301458,0
301459,0
301460,0
301461,2
301462,0
301463,0
301464,0
301465,0
301466,0
301467,0
301468,0
301469,0
301470,0
301471,2
301472,2
301473,0
301474,0
301475,0
301476,0
301477,0
301478,2
301479,1
301480,0
301481,0
301482,0
301483,0
301484,2
301485,0
301486,2
301487,0
301488,0
301489,0
301490,0
301491,0
301492,2
301493,0
301494,0
301495,0
301496,0
301497,0
301498,2
301499,0
301500,2
301501,0
301502,0
301503,0
301504,0
301505,2
301506,0
301507,0
301508,2
301509,0
301510,0
301511,0
301512,0
301513,0
301514,0
301515,2
301516,2
301517,0
301518,0
301519,0
301520,0
301521,0
301522,2
301523,2
301524,2
301525,0
301526,0
301527,0
301528,1
301529,0
301530,2
301531,0
301532,0
301533,0
301534,0
301535,0
301536,0
301537,0
301538,0
301539,0
301540,0
301541,0
301542,1
301543,0
301544,0
301545,0
301546,0
301547,1
301548,0
301549,0
301550,2
301551,0
301552,0
301553,0
301554,0
301555,2
301556,0
301557,0
301558,0
301559,2
301560,2
301561,0
301562,0
301563,0
301564,0
301565,0
301566,0
301567,0
301568,0
301569,0
301570,0
301571,0
301572,0
301573,0
301574,0
301575,0
301576,0
301577,2
301578,0
301579,0
301580,0
301581,0
301582,0
301583,1
301584,0
301585,0
301586,2
301587,0
301588,0
301589,2
301590,0
301591,0
301592,0
301593,0
301594,0
301595,2
301596,0
301597,0
301598,0
301599,0
301600,0
301601,2
301602,0
301603,0
301604,0
301605,0
301606,1
301607,0
301608,0
301609,0
301610,0
301611,0
301612,2
301613,0
301614,2
301615,2
301616,0
301617,0
301618,2
301619,2
301620,2
301621,0
301622,0
301623,0
301624,0
301625,0
301626,2
301627,2
301628,2
301629,0
301630,0
301631,0
301632,0
301633,0
301634,0
301635,0
301636,0
301637,0
301638,2
301639,0
301640,0
301641,0
301642,2
301643,1
301644,0
301645,0
301646,0
301647,2
301648,0
301649,1
301650,0
301651,0
301652,0
301653,0
301654,0
301655,0
301656,0
301657,1
301658,0
301659,0
301660,1
301661,2
301662,0
301663,0
301664,0
301665,0
301666,0
301667,0
301668,0
301669,0
301670,0
301671,0
301672,1
301673,0
301674,0
301675,2
301676,0
301677,2
301678,1
301679,0
301680,0
301681,0
301682,2
301683,0
301684,0
301685,0
301686,0
301687,0
301688,2
301689,0
301690,0
301691,2
301692,0
301693,2
301694,0
301695,0
301696,0
301697,0
301698,0
301699,0
301700,0
301701,0
301702,0
301703,0
301704,0
301705,0
301706,0
301707,0
301708,0
301709,0
301710,0
301711,0
301712,0
301713,2
301714,2
301715,0
301716,0
301717,0
301718,0
301719,0
301720,0
301721,0
301722,2
301723,2
301724,2
301725,0
301726,2
301727,0
301728,2
301729,0
301730,0
301731,0
301732,2
301733,0
301734,0
301735,0
301736,0
301737,0
301738,0
301739,0
301740,0
301741,0
301742,0
301743,0
301744,2
301745,0
301746,2
301747,2
301748,2
301749,0
301750,0
301751,0
301752,0
301753,2
301754,2
301755,0
301756,0
301757,0
301758,0
301759,0
301760,0
301761,0
301762,2
301763,0
301764,0
301765,2
301766,2
301767,2
301768,2
301769,0
301770,0
301771,0
301772,0
301773,0
301774,0
301775,2
301776,0
301777,1
301778,0
301779,0
301780,0
301781,0
301782,0
301783,0
301784,0
301785,0
301786,0
301787,0
301788,0
301789,0
301790,0
301791,0
301792,1
301793,2
301794,1
301795,0
301796,2
301797,0
301798,0
301799,0
301800,2
301801,0
301802,0
301803,0
301804,0
301805,0
301806,2
301807,0
301808,0
301809,0
301810,0
301811,2
301812,0
301813,2
301814,0
301815,0
301816,0
301817,0
301818,0
301819,0
301820,0
301821,0
301822,0
301823,0
301824,0
301825,0
301826,0
301827,0
301828,0
301829,0
301830,2
301831,0
301832,2
301833,0
301834,0
301835,0
301836,1
301837,0
301838,1
301839,2
301840,0
301841,0
301842,0
301843,0
301844,0
301845,0
301846,2
301847,0
301848,0
301849,2
301850,0
301851,0
301852,0
301853,0
301854,0
301855,0
301856,2
301857,0
301858,0
301859,0
301860,1
301861,0
301862,0
301863,0
301864,2
301865,0
301866,2
301867,1
301868,2
301869,0
301870,0
301871,0
301872,0
301873,0
301874,0
301875,1
301876,0
301877,0
301878,0
301879,0
301880,0
301881,0
301882,0
301883,0
301884,2
301885,2
301886,0
301887,0
301888,0
301889,0
301890,0
301891,0
301892,2
301893,0
301894,0
301895,0
301896,0
301897,0
301898,0
301899,0
301900,0
301901,0
301902,0
301903,0
301904,0
301905,0
301906,0
301907,0
301908,0
301909,0
301910,0
301911,0
301912,0
301913,2
301914,0
301915,2
301916,2
301917,2
301918,0
301919,0
301920,0
301921,0
301922,0
301923,0
301924,0
301925,1
301926,0
301927,0
301928,0
301929,2
301930,0
301931,2
301932,0
301933,1
301934,2
301935,0
301936,2
301937,0
301938,1
301939,0
301940,0
301941,0
301942,0
301943,0
301944,0
301945,0
301946,2
301947,0
301948,0
301949,1
301950,1
301951,0
301952,0
301953,0
301954,0
301955,0
301956,0
301957,0
301958,2
301959,0
301960,2
301961,0
301962,0
301963,2
301964,0
301965,0
301966,0
301967,0
301968,1
301969,0
301970,2
301971,2
301972,2
301973,0
301974,0
301975,0
301976,0
301977,0
301978,2
301979,0
301980,2
301981,0
301982,0
301983,0
301984,1
301985,0
301986,0
301987,0
301988,0
301989,2
301990,2
301991,2
301992,0
301993,0
301994,0
301995,2
301996,2
301997,2
301998,2
301999,0
302000,2
302001,2
302002,0
302003,2
302004,0
302005,0
302006,0
302007,0
302008,0
302009,0
302010,0
302011,0
302012,0
302013,2
302014,0
302015,0
302016,0
302017,0
302018,0
302019,2
302020,0
302021,0
302022,0
302023,0
302024,2
302025,2
302026,0
302027,0
302028,0
302029,0
302030,0
302031,0
302032,0
302033,0
302034,0
302035,2
302036,0
302037,2
302038,2
302039,0
302040,0
302041,0
302042,0
302043,0
302044,0
302045,0
302046,2
302047,0
302048,2
302049,0
302050,0
302051,0
302052,2
302053,0
302054,0
302055,0
302056,0
302057,0
302058,0
302059,0
302060,0
302061,0
302062,0
302063,2
302064,0
302065,0
302066,2
302067,2
302068,0
302069,2
302070,0
302071,0
302072,0
302073,0
302074,0
302075,0
302076,0
302077,0
302078,0
302079,0
302080,2
302081,0
302082,0
302083,0
302084,1
302085,2
302086,0
302087,0
302088,0
302089,0
302090,0
302091,0
302092,0
302093,0
302094,2
302095,0
302096,0
302097,0
302098,0
302099,2
302100,2
302101,2
302102,2
302103,0
302104,2
302105,2
302106,1
302107,0
302108,0
302109,2
302110,0
302111,0
302112,0
302113,2
302114,0
302115,0
302116,0
302117,0
302118,0
302119,2
302120,2
302121,1
302122,2
302123,0
302124,0
302125,0
302126,2
302127,2
302128,0
302129,0
302130,0
302131,0
302132,0
302133,2
302134,0
302135,0
302136,0
302137,0
302138,2
302139,2
302140,0
302141,0
302142,0
302143,0
302144,0
302145,2
302146,2
302147,2
302148,0
302149,1
302150,0
302151,0
302152,0
302153,2
302154,0
302155,2
302156,2
302157,0
302158,0
302159,0
302160,0
302161,0
302162,0
302163,0
302164,0
302165,2
302166,0
302167,0
302168,0
302169,0
302170,0
302171,0
302172,0
302173,0
302174,0
302175,0
302176,0
302177,0
302178,0
302179,0
302180,0
302181,0
302182,2
302183,2
302184,0
302185,0
302186,0
302187,0
302188,0
302189,0
302190,0
302191,0
302192,0
302193,2
302194,0
302195,2
302196,0
302197,0
302198,0
302199,0
302200,0
302201,0
302202,0
302203,2
302204,0
302205,2
302206,0
302207,0
302208,0
302209,1
302210,0
302211,2
302212,0
302213,2
302214,0
302215,2
302216,0
302217,2
302218,2
302219,0
302220,0
302221,0
302222,0
302223,0
302224,0
302225,0
302226,0
302227,2
302228,0
302229,0
302230,2
302231,2
302232,0
302233,0
302234,0
302235,0
302236,2
302237,0
302238,0
302239,0
302240,2
302241,0
302242,0
302243,0
302244,0
302245,0
302246,0
302247,0
302248,2
302249,0
302250,0
302251,0
302252,0
302253,0
302254,0
302255,0
302256,0
302257,2
302258,0
302259,2
302260,0
302261,2
302262,0
302263,0
302264,1
302265,0
302266,0
302267,0
302268,2
302269,0
302270,0
302271,2
302272,0
302273,0
302274,0
302275,0
302276,2
302277,0
302278,2
302279,2
302280,0
302281,0
302282,0
302283,2
302284,2
302285,0
302286,0
302287,0
302288,2
302289,0
302290,0
302291,0
302292,0
302293,0
302294,2
302295,2
302296,0
302297,2
302298,2
302299,0
302300,0
302301,2
302302,0
302303,0
302304,0
302305,0
302306,2
302307,2
302308,0
302309,0
302310,2
302311,0
302312,0
302313,0
302314,0
302315,2
302316,2
302317,0
302318,0
302319,2
302320,2
302321,0
302322,0
302323,0
302324,0
302325,2
302326,0
302327,0
302328,0
302329,0
302330,0
302331,0
302332,0
302333,0
302334,0
302335,0
302336,0
302337,0
302338,0
302339,0
302340,0
302341,0
302342,0
302343,0
302344,0
302345,0
302346,0
302347,1
302348,0
302349,0
302350,0
302351,0
302352,1
302353,0
302354,0
302355,0
302356,0
302357,0
302358,0
302359,0
302360,0
302361,0
302362,2
302363,1
302364,0
302365,0
302366,0
302367,0
302368,2
302369,0
302370,0
302371,0
302372,0
302373,2
302374,0
302375,0
302376,0
302377,0
302378,0
302379,2
302380,0
302381,2
302382,2
302383,0
302384,2
302385,0
302386,0
302387,0
302388,1
302389,0
302390,2
302391,2
302392,0
302393,0
302394,0
302395,0
302396,2
302397,0
302398,2
302399,0
302400,2
302401,0
302402,2
302403,0
302404,2
302405,0
302406,0
302407,0
302408,0
302409,0
302410,2
302411,0
302412,0
302413,2
302414,1
302415,0
302416,0
302417,2
302418,0
302419,1
302420,0
302421,0
302422,0
302423,0
302424,0
302425,1
302426,2
302427,0
302428,1
302429,0
302430,0
302431,0
302432,0
302433,0
302434,0
302435,0
302436,2
302437,0
302438,0
302439,0
302440,0
302441,0
302442,0
302443,2
302444,0
302445,0
302446,0
302447,2
302448,0
302449,0
302450,2
302451,0
302452,0
302453,2
302454,0
302455,0
302456,2
302457,0
302458,0
302459,0
302460,0
302461,2
302462,0
302463,2
302464,0
302465,1
302466,0
302467,0
302468,0
302469,0
302470,2
302471,0
302472,2
302473,0
302474,0
302475,0
302476,0
302477,0
302478,2
302479,0
302480,0
302481,2
302482,0
302483,0
302484,2
302485,1
302486,0
302487,0
302488,0
302489,2
302490,2
302491,0
302492,0
302493,0
302494,0
302495,0
302496,0
302497,0
302498,2
302499,2
302500,1
302501,0
302502,0
302503,2
302504,0
302505,0
302506,0
302507,1
302508,2
302509,1
302510,0
302511,0
302512,0
302513,0
302514,2
302515,0
302516,0
302517,0
302518,0
302519,0
302520,2
302521,2
302522,2
302523,1
302524,1
302525,0
302526,2
302527,0
302528,0
302529,0
302530,0
302531,0
302532,0
302533,0
302534,0
302535,0
302536,2
302537,2
302538,2
302539,0
302540,0
302541,0
302542,0
302543,0
302544,0
302545,0
302546,0
302547,0
302548,2
302549,2
302550,0
302551,2
302552,0
302553,2
302554,0
302555,0
302556,0
302557,0
302558,0
302559,0
302560,0
302561,0
302562,0
302563,0
302564,0
302565,2
302566,0
302567,0
302568,2
302569,0
302570,2
302571,0
302572,2
302573,2
302574,0
302575,0
302576,2
302577,0
302578,0
302579,0
302580,0
302581,0
302582,0
302583,0
302584,2
302585,0
302586,0
302587,0
302588,0
302589,0
302590,0
302591,0
302592,0
302593,0
302594,2
302595,0
302596,0
302597,2
302598,0
302599,0
302600,0
302601,2
302602,0
302603,0
302604,0
302605,1
302606,0
302607,0
302608,0
302609,2
302610,0
302611,0
302612,0
302613,2
302614,0
302615,0
302616,2
302617,0
302618,0
302619,0
302620,0
302621,0
302622,0
302623,0
302624,0
302625,0
302626,0
302627,0
302628,0
302629,0
302630,0
302631,0
302632,0
302633,2
302634,2
302635,0
302636,0
302637,0
302638,2
302639,0
302640,0
302641,0
302642,0
302643,0
302644,0
302645,0
302646,2
302647,0
302648,0
302649,0
302650,0
302651,0
302652,0
302653,0
302654,2
302655,0
302656,0
302657,0
302658,0
302659,0
302660,0
302661,0
302662,2
302663,0
302664,0
302665,0
302666,0
302667,0
302668,0
302669,0
302670,0
302671,2
302672,0
302673,0
302674,1
302675,2
302676,2
302677,0
302678,0
302679,2
302680,2
302681,0
302682,0
302683,1
302684,0
302685,2
302686,2
302687,0
302688,0
302689,0
302690,0
302691,0
302692,0
302693,0
302694,0
302695,0
302696,0
302697,2
302698,0
302699,0
302700,2
302701,2
302702,0
302703,0
302704,0
302705,0
302706,0
302707,0
302708,0
302709,2
302710,2
302711,2
302712,0
302713,2
302714,0
302715,2
302716,0
302717,0
302718,0
302719,0
302720,0
302721,2
302722,0
302723,0
302724,2
302725,0
302726,0
302727,0
302728,0
302729,0
302730,0
302731,0
302732,0
302733,0
302734,0
302735,0
302736,2
302737,2
302738,2
302739,1
302740,2
302741,0
302742,0
302743,2
302744,0
302745,0
302746,2
302747,0
302748,0
302749,0
302750,0
302751,0
302752,2
302753,0
302754,2
302755,2
302756,0
302757,0
302758,0
302759,0
302760,0
302761,0
302762,1
302763,0
302764,2
302765,0
302766,0
302767,2
302768,2
302769,1
302770,2
302771,0
302772,2
302773,2
302774,2
302775,0
302776,0
302777,0
302778,0
302779,2
302780,0
302781,0
302782,0
302783,0
302784,0
302785,0
302786,0
302787,2
302788,0
302789,2
302790,0
302791,0
302792,0
302793,0
302794,2
302795,2
302796,0
302797,2
